Sample in Buffer,Sample in Window,TRIGGER,base_i/system_ila_0/inst/net_slot_0_axis_tdata[23:0],base_i/system_ila_0/inst/net_slot_0_axis_tdest,base_i/system_ila_0/inst/net_slot_0_axis_tid,base_i/system_ila_0/inst/net_slot_0_axis_tkeep[2:0],base_i/system_ila_0/inst/net_slot_0_axis_tstrb[2:0],base_i/system_ila_0/inst/net_slot_0_axis_tuser,base_i/system_ila_0/inst/net_slot_0_axis_tvalid,base_i/system_ila_0/inst/net_slot_0_axis_tready,base_i/system_ila_0/inst/net_slot_0_axis_tlast,base_i/system_ila_0/inst/net_slot_1_axis_tdata[23:0],base_i/system_ila_0/inst/net_slot_1_axis_tdest,base_i/system_ila_0/inst/net_slot_1_axis_tid,base_i/system_ila_0/inst/net_slot_1_axis_tuser,base_i/system_ila_0/inst/net_slot_1_axis_tvalid,base_i/system_ila_0/inst/net_slot_1_axis_tready,base_i/system_ila_0/inst/net_slot_1_axis_tlast,base_i/system_ila_0/inst/net_slot_2_axis_tdata[31:0],base_i/system_ila_0/inst/net_slot_2_axis_tkeep[3:0],base_i/system_ila_0/inst/net_slot_2_axis_tstrb[3:0],base_i/system_ila_0/inst/net_slot_2_axis_tvalid,base_i/system_ila_0/inst/net_slot_2_axis_tready,base_i/system_ila_0/inst/net_slot_2_axis_tlast,Interface_(i1:s0)_(v_tpg_test_0_m_axis_video)[2:0],Interface_(i1:s1)_(axis_switch_in_M00_AXIS)[2:0],Interface_(i1:s2)_(Conn)[2:0],T_Channel_(i1:s0)_(v_tpg_test_0_m_axis_video)[2:0],T_Channel_(i1:s1)_(axis_switch_in_M00_AXIS)[2:0],T_Channel_(i1:s2)_(Conn)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
977,977,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
978,978,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
979,979,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
980,980,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
981,981,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
982,982,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
983,983,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
984,984,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
985,985,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
986,986,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
987,987,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
988,988,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
989,989,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
990,990,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
991,991,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
992,992,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
993,993,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
994,994,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
995,995,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
996,996,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
997,997,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
998,998,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
999,999,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1000,1000,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1001,1001,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1002,1002,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1003,1003,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1004,1004,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1005,1005,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1006,1006,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1007,1007,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1008,1008,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1009,1009,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1010,1010,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1011,1011,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1012,1012,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1013,1013,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1014,1014,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1015,1015,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1016,1016,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1017,1017,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1018,1018,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1019,1019,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1020,1020,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,0,1,0,"Active","Active","_","Stream Beat","Stream Beat","_"
1021,1021,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,ff8080ff,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1022,1022,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,80ff8080,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
1023,1023,0,8080ff,0,0,7,0,0,1,1,0,8080ff,0,0,0,1,1,0,8080ff80,0,f,1,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
